pid,label,label_en,label_es,genre,claimed_genre_en,claimed_genre_es,link,access,status,language,creators,stewards,blurb_orig,blurb_en,blurb_es,related_to,sub_collections,open_data,added_by,twitter,census_year,notes,order,layout,collection,thumbnail,full
col2026,Cuban Theatre Digital Archives,,Archivos digitales de teatro cubano,Thematic Curations,digital archives,archivos digitales,http://ctda.library.miami.edu/,open,Active,"en,es","Lillian Manzor, et al.",University of Miami,"The Cuban Theater Digital Archive (CTDA) is a resource for research, teaching and learning in Cuban theater and performance as well as in related fields; a community repository for important Cuban theatrical materials; and a forum to foster scholarly communication in this field.","The Cuban Theater Digital Archive (CTDA) is a resource for research, teaching and learning in Cuban theater and performance as well as in related fields; a community repository for important Cuban theatrical materials; and a forum to foster scholarly communication in this field.","El archivo digital de teatro cubano (CTDA) es un recurso para la investigación, la enseñanza y el aprendizaje en el teatro y el rendimiento cubanos, así como en campos relacionados; un repositorio de la comunidad para importantes materiales teatrales cubanos; y un foro para fomentar la comunicación académica en este campo.",,,,Roopika Risam,@roopikarisam,2020,,026,caridischo_item,curations,/img/derivatives/simple/col2026/thumbnail.jpg,/img/derivatives/simple/col2026/fullwidth.jpg
col2027,"English Slave Trade, 1791-1799
(House of Lords Survey)",,"Comercio de esclavos ingleses, 1791-1799
(Encuesta de Casa de Lores)",Thematic Curations,an online data archive,un archivo de datos en línea,https://www.disc.wisc.edu/archive/slave/slave05_index.html,open,Stable,en,Herbert S. Klein,University of Wisconsin - Madison Libraries,This site provides access to the raw data and documentation which contains information on English slave trade from 1791-1799.,This site provides access to the raw data and documentation which contains information on English slave trade from 1791-1799.,Este sitio proporciona acceso a los datos netos y la documentación que contienen información sobre el comercio de esclavos en inglés desde 1791-1799.,,,,Roopika Risam,@roopikarisam,2020,,027,caridischo_item,curations,/img/derivatives/simple/col2027/thumbnail.jpg,/img/derivatives/simple/col2027/fullwidth.jpg
col2028,Digital Grainger,,Grainger digital,Scholarly Editions,an online edition,una edición en línea,http://caribbeandigitalnyc.net/2020/,open,Stable,en,"Julie Chun Kim, Cristobal Silva, Alex Gil, Kimberly Takahata, Ami Yoon, Steve Fragano, Lina Jiang, and Elizabeth Cornell",,"The first edition of The Sugar-Cane, a 168-page poem about eighteenth-century Caribbean sugar plantations, appeared in London in 1764. We have created one full-text version of the poem and a page-by-page reading experience, as well as excerpts that highlight counter-plantation themes within the poem.","The first edition of The Sugar-Cane, a 168-page poem about eighteenth-century Caribbean sugar plantations, appeared in London in 1764. We have created one full-text version of the poem and a page-by-page reading experience, as well as excerpts that highlight counter-plantation themes within the poem.","La primera edición de &quot;La Caña de azúcar&quot;, un poema de 168 páginas sobre las plantaciones de azúcar caribeñas del siglo XVIII, apareció en Londres en 1764. Hemos creado una versión de texto completo del poema, y una más detallada página por página, así como una serie de extractos que resaltan importantes temas relacionados a la vida en la plantación.",,,,Kaiama L. Glover,@inthewhirld,2020,,028,caridischo_item,curations,/img/derivatives/simple/col2028/thumbnail.jpg,/img/derivatives/simple/col2028/fullwidth.jpg
col2029,Dominica History: Building Communities 1838 – 1938,,Historia Dominica: Comunidades de construcción 1838 - 1938,Thematic Curations,a web resource,un recurso web,https://dominicahistory.org/2016/,open,Stable,en,Schuyler Esprit ,Create Caribbean,"The Dominica History web resource is a collaboration between the Division of Culture in Dominica and Create Caribbean Research Institute at Dominica State College. This year, the theme is “Building Communities: 1838-1938.”","The Dominica History web resource is a collaboration between the Division of Culture in Dominica and Create Caribbean Research Institute at Dominica State College. This year, the theme is “Building Communities: 1838-1938.”","El recurso web de la historia de Dominica es una colaboración entre la división de la cultura en Dominica y cree el Instituto de Investigación del Caribe en Dominica State College. Este año, el tema es &quot;Construyendo comunidades: 1838-1938&quot;.",,,,Schuyler Esprit ,@schuyleresprit,2020,,029,caridischo_item,curations,/img/derivatives/simple/col2029/thumbnail.jpg,/img/derivatives/simple/col2029/fullwidth.jpg
col2030,Caribbean Diaspora Project,,Proyecto de la diáspora caribeña,Thematic Curations,a Digital Humanities initiative,una iniciativa de humanidades digitales,http://caribbeandiasporaproject.org/,open,Active,en,"Mirerza González-Vélez, Nadjah Ríos Villarini","dLoC, Puerto Rican Foundation for the Humanities","Caribbean Diasporas: Panorama of Carnival Practices is a Digital Humanities initiative by The Diaspora Project aiming to revitalize, reuse and recover primary and secondary sources, as well as artifacts, all related to carnival practices and mobility in the Caribbean.","Caribbean Diasporas: Panorama of Carnival Practices is a Digital Humanities initiative by The Diaspora Project aiming to revitalize, reuse and recover primary and secondary sources, as well as artifacts, all related to carnival practices and mobility in the Caribbean.","Diasporas del caribe: panorama de prácticas de carnival es una iniciativa de humanidades digitales hecho por The Diaspora Project (Proyecto diaspora) para revitalizar, reusar y recuperar fuentes primarias y secundarias, así como los artefactos, relacionados con las prácticas del carnaval y la movilidad en el caribe.",cds31,,,Roopika Risam,@roopikarisam,2020,,030,caridischo_item,curations,/img/derivatives/simple/col2030/thumbnail.jpg,/img/derivatives/simple/col2030/fullwidth.jpg
col2031,Digital Photographic Archive of Historic Havana,,Archivo fotográfico digital de la Havana Histórica.,Thematic Curations,a digital photographic archive,un archivo fotográfico digital,https://compass.fivecolleges.edu/collections/digital-photographic-archive-historic-havana,private,Active,en,,,"In 2012, Hampshire College through Professor Jacqueline Hayden initiated the Havana Archive Project with Plan Maestro; a digital archive of the Cuban Institute of Geodesy and Cartography 1980s photographs of the 1055 significant buildings in the Historic Center of Havana as determined by Dr. Eusebio Leal, Director of the Office of the Historian.","In 2012, Hampshire College through Professor Jacqueline Hayden initiated the Havana Archive Project with Plan Maestro; a digital archive of the Cuban Institute of Geodesy and Cartography 1980s photographs of the 1055 significant buildings in the Historic Center of Havana as determined by Dr. Eusebio Leal, Director of the Office of the Historian.","En 2012, Hampshire College, bajo la coordinación de la profesora Jacqueline Hayden, inició el proyecto del archivo fotográfico digital de La Habana Vieja conjuntamente con la Oficina del Plan Maestro. El archivo integraría parte de la colección de imágenes fotográficas de 1055 edificios significativos del Centro Histórico de La Habana tomadas en 1980 por personal del Instituto Cubano de Geodesia y Cartografía según especificaciones del Dr. Eusebio Leal, Director de la Oficina del Historiador.",,,,Arturo Victoriano ,@ArturoVictoria4,2020,,031,caridischo_item,curations,/img/derivatives/simple/col2031/thumbnail.jpg,/img/derivatives/simple/col2031/fullwidth.jpg
col2032,The Gay Freedom Movement in Jamaica,,El movimiento de libertad gay en Jamaica.,Thematic Curations,a collection,una colección,https://dloc.com/collections/icirngfm,open,Stable,en,,,"The Gay Freedom Movement in Jamaica (GFM) was formed in September 1977 as the first movement in the English Speaking Caribbean to seek rights for LGBT (Lesbian, Gay, Bisexual and Transgendered) people","The Gay Freedom Movement in Jamaica (GFM) was formed in September 1977 as the first movement in the English Speaking Caribbean to seek rights for LGBT (Lesbian, Gay, Bisexual and Transgendered) people","El movimiento de libertad gay en Jamaica (GFM) se formó en septiembre de 1977 como el primer movimiento en el Caribe de habla inglesa en defensa de los derechos de las personas LGBT (lesbianas, gays, bisexuales y transexuales)",cds31,,,,,2020,,032,caridischo_item,curations,/img/derivatives/simple/col2032/thumbnail.jpg,/img/derivatives/simple/col2032/fullwidth.jpg
col2033,Digital Aponte,,Aponte digital,Thematic Curations,a site,un sitio,http://aponte.hosting.nyu.edu/,open,Stable,"en,es","Linda Rodriguez, Ada Ferrer, Kris Minhae Choe, Eric Anderson, et al",NYU,"Welcome to Digital Aponte, a site dedicated to the life and work of José Antonio Aponte, a free man of color, carpenter, artist, and alleged leader of a massive antislavery conspiracy and rebellion in colonial Cuba in 1811-1812.","Welcome to Digital Aponte, a site dedicated to the life and work of José Antonio Aponte, a free man of color, carpenter, artist, and alleged leader of a massive antislavery conspiracy and rebellion in colonial Cuba in 1811-1812.","Bienvenido a Digital Aponte, un sitio dedicado a la vida y el trabajo de José Antonio Aponte, un hombre de color, carpintero, artista y presunto líder de una masiva conspiración y rebelión anti-esclavista en Cuba colonial en 1811–1812.",,,,Alex Gil,@elotroalex,2020,,033,caridischo_item,curations,/img/derivatives/simple/col2033/thumbnail.jpg,/img/derivatives/simple/col2033/fullwidth.jpg
col2034,Ghosts in the Water: Chinese Women in Trinidad,,Fantasmas en el agua: Mujeres chinas en Trinidad,Thematic Curations,a project,un proyecto,https://ghostsinthewater.wordpress.com/,open,Stable,en,Kimberly Bain,,"Focusing in on the Chinese female migrants who traveled to the island of Trinidad between 1860-1884, this project tries to fill this gap, this absence of female narratives.","Focusing in on the Chinese female migrants who traveled to the island of Trinidad between 1860-1884, this project tries to fill this gap, this absence of female narratives.","Centrándose en las mujeres migrantes chinas que viajaron a la isla de Trinidad entre 1860-1884, este proyecto comienza a llenar esta brecha, esta ausensia de narrativas femeninas.",,,,Roopika Risam,@roopikarisam,2020,,034,caridischo_item,curations,/img/derivatives/simple/col2034/thumbnail.jpg,/img/derivatives/simple/col2034/fullwidth.jpg
col2035,Dominica History: The Road To Independence ,,Historia de Dominica: el camino a la independencia.,Thematic Curations,a digital archive,un archivo digital,https://dominicahistory.org/start/,open,In Disrepair,en,Schuyler Esprit ,Create Caribbean,The Road to Independence is a multimedia web resource to celebrate Dominica’s 2015 History Week.,The Road to Independence is a multimedia web resource to celebrate Dominica’s 2015 History Week.,"El camino a la independencia es un recurso web multimedia creado en honor a la Semana de la Historia de Dominica, 2015.",,,,Schuyler Esprit,@schuyleresprit,2020,,035,caridischo_item,curations,/img/derivatives/simple/col2035/thumbnail.jpg,/img/derivatives/simple/col2035/fullwidth.jpg
col2036,Dutch Caribbean Heritage Collection,,Colección Dutch Caribbean Heritage,Thematic Curations,a collection,una colección,https://dcdp.uoc.cw/dutcarhercol,open,Stable,"en,es,nl,pap",,,This Special Collection presents all unrestrictedly available digital material about the Dutch Caribbean published before 1954.,This Special Collection presents all unrestrictedly available digital material about the Dutch Caribbean published before 1954.,Esta colección especial presenta todo el material digital disponible sin restricciones sobre el Caribe holandés publicado antes de 1954.,,,,,,2020,,036,caridischo_item,curations,/img/derivatives/simple/col2036/thumbnail.jpg,/img/derivatives/simple/col2036/fullwidth.jpg
col2037,Early Caribbean Digital Archive,,Archivo digital temprano caribeño,Scholarly Editions,a digital archive,un archivo digital,https://ecda.northeastern.edu,open,Active,en,"Nicole Aljoe, Elizabeth Dillon",Northeastern University,"The Early Caribbean Digital Archive is an open access collection of pre-twentieth-century Caribbean texts, maps, and images. Texts include travel narratives, novels, poetry, natural histories, and diaries that have not been brought together before as a single collection focused on the Caribbean.","The Early Caribbean Digital Archive is an open access collection of pre-twentieth-century Caribbean texts, maps, and images. Texts include travel narratives, novels, poetry, natural histories, and diaries that have not been brought together before as a single collection focused on the Caribbean.","El ""Early Caribbean Digital Archive"" (Archivo Digital del Caribe colonial) es una colección de acceso abierto de textos, mapas e imágenes del Caribe antes del siglo XX. Los textos incluyen narraciones de viajes, novelas, poesía, historias naturales y diarios que no se han reunido antes en una sola colección centrada en el Caribe.",,,,Kaiama L. Glover,@inthewhirld,2020,,037,caridischo_item,curations,/img/derivatives/simple/col2037/thumbnail.jpg,/img/derivatives/simple/col2037/fullwidth.jpg
col2038,Harlem Shadows,,Sombras de Harlem,Scholarly Editions,an edition,una edición,http://www.harlemshadows.org/,open,Stable,en,"Chris Forster, Roopika Risam",,This is an open-source edition of Claude McKay's 1922 collection of poems Harlem Shadows. It seeks to aggregate the most comprehensive set of documents related to Harlem Shadows and make them available to students and readers of McKay.,This is an open-source edition of Claude McKay's 1922 collection of poems Harlem Shadows. It seeks to aggregate the most comprehensive set of documents related to Harlem Shadows and make them available to students and readers of McKay.,Esta es una edición de acceso abierto de la colección de poemas de <em>Harlem Shadows</em> (Sombras de Harlem) de Claude McKay. Busca agregar el conjunto más completo de documentos relacionados con <em>Harlem Shadows</em> y ponerlos a disposición de los estudiantes y lectores de McKay.,,,,Roopika Risam,@roopikarisam,2020,,038,caridischo_item,curations,/img/derivatives/simple/col2038/thumbnail.jpg,/img/derivatives/simple/col2038/fullwidth.jpg
col2039,Curaçao | History,,Curaçao | Historia,Thematic Curations,a timeline,un cronograma,https://www.curacaohistory.com/,open,Stable,en,,Nationaal Archief Curaçao,"Experience the modern & ancient historic past events, people and governments of Curaçao","Experience the modern & ancient historic past events, people and governments of Curaçao","Viva los eventos ​​históricos, del mundo moderno o antiguo, las personas y gobiernos de Curaçao.",,,,,,2020,,039,caridischo_item,curations,/img/derivatives/simple/col2039/thumbnail.jpg,/img/derivatives/simple/col2039/fullwidth.jpg
col2040,Aftermaths: Community Responses to Climate Disaster,,Segmentos: Respuestas comunitarias al desastre climático,Thematic Curations,a participatory public memory project,un proyecto de memoria pública participativa,http://climatesofinequality.org/story/aftermaths-community-responses-to-climate-disaster/,open,Active,"en,es",Ricia Chansky et al.,Climates of Inequality,"Climates of Inequality is a participatory public memory project created by students, educators, and community leaders in over 20 cities across the US and around the world. Local teams work together to activate the histories of “frontline” communities: those who have contributed the least to the climate crisis but bear its heaviest burdens. Their multi-media portraits expose the roots of current environmental injustice, and share generations of frontline communities’ strategies for resistance, resilience, and mitigation. The project promotes future visions for confronting the climate crisis that understand, and undo, past environmental harms. ","Climates of Inequality is a participatory public memory project created by students, educators, and community leaders in over 20 cities across the US and around the world. Local teams work together to activate the histories of “frontline” communities: those who have contributed the least to the climate crisis but bear its heaviest burdens. Their multi-media portraits expose the roots of current environmental injustice, and share generations of frontline communities’ strategies for resistance, resilience, and mitigation. The project promotes future visions for confronting the climate crisis that understand, and undo, past environmental harms. ","Este proyecto resulta de una colaboración entre más de 500 estudiantes, educadores y activistas en justicia ambiental en más de 20 ciudades. La crisis climática no es nada nuevo para aquellas personas que se ven más gravemente afectadas: comunidades indígenas, gente de color y personas de bajos ingresos. Es una continuación de los desproporcionados daños ambientales que estos grupos han resistido durante generaciones.",,,,Roopika Risam,@roopikarisam,2020,,040,caridischo_item,curations,/img/derivatives/simple/col2040/thumbnail.jpg,/img/derivatives/simple/col2040/fullwidth.jpg
col2041,International Digital Ephemera Project: Cuban Ephemera,,Proyecto internacional de efímera digital: Efímera cubana,Thematic Curations,a collection,una colección,https://idep.library.ucla.edu/search#!/collection=Cuban+Ephemera,open,Stable,"es,en",,UCLA library,"The UCLA Library has launched an innovative and forward-looking initiative to capture ephemeral content with global partners. Through this project, UCLA Library endeavors to build international and global collections of knowledge and to preserve the historical and cultural record so that present and future generations can access and use ephemera that document the larger arena of discourse that takes place alongside mainstream media and scholarly publications. These collections represent significant content that was used during political movements, including Cuba, but that is ephemeral in nature and likely to be lost without proactive curation.","The UCLA Library has launched an innovative and forward-looking initiative to capture ephemeral content with global partners. Through this project, UCLA Library endeavors to build international and global collections of knowledge and to preserve the historical and cultural record so that present and future generations can access and use ephemera that document the larger arena of discourse that takes place alongside mainstream media and scholarly publications. These collections represent significant content that was used during political movements, including Cuba, but that is ephemeral in nature and likely to be lost without proactive curation.","La Biblioteca UCLA ha lanzado una iniciativa innovadora para capturar contenido efímero junto a sus socios globales. A través de este proyecto, la biblioteca de UCLA se esfuerza por construir colecciones de conocimientos internacionales y globales y para preservar el registro histórico y cultural para que las generaciones presentes y futuras puedan acceder y usar efímeras que documentan la arena más grande del discurso que tiene lugar junto con los medios de comunicación y las publicaciones académicas. Estas colecciones representan contenido significativo que se utilizó durante movimientos políticos, incluyendo en Cuba, pero que es de naturaleza efímera y es probable que se pierda sin una curaduría proactiva.",,,,,,2020,,041,caridischo_item,curations,/img/derivatives/simple/col2041/thumbnail.jpg,/img/derivatives/simple/col2041/fullwidth.jpg
col2042,First Blacks in the Americas,,Primeros negros en las Américas,Thematic Curations,a digital educational platform ,una plataforma educativa digital,http://firstblacks.org/en/,open,Active,"en,es","Lisette Acosta, Dominican Studies Institute",CUNY,"First Blacks in the Americas is a fully bilingual (English and Spanish) digital educational platform devoted to disseminating sound historical information about the early presence of people of black African ancestry in the first colonial society of the Americas of modern times, the society of the colony named La Española (‘The Spanish One’) by the Spanish colonizers when they arrived in 1492 and throughout the sixteenth-century.","First Blacks in the Americas is a fully bilingual (English and Spanish) digital educational platform devoted to disseminating sound historical information about the early presence of people of black African ancestry in the first colonial society of the Americas of modern times, the society of the colony named La Española (‘The Spanish One’) by the Spanish colonizers when they arrived in 1492 and throughout the sixteenth-century.","&quot;Primeros Negros en las Américas&quot; es una plataforma educativa digital completamente bilingüe (inglés y español) dedicada a difundir información histórica fehaciente sobre la presencia temprana de gente de ascendencia negro-africana en la primera sociedad colonial de las Américas de los tiempos modernos, la sociedad nombrada La Española por los colonizadores españoles desde que llegaron en 1492 y durante todo el siglo XVI. Se trata de la misma sociedad que, en un proceso de aproximadamente trescientos cincuenta años de colonización y criollización, evolucionaría hasta convertirse consecutivamente en una etnicidad y una nación dominicanas a las que conocemos hoy como pueblo dominicano y República Dominicana, respectivamente.",,,,Alex Gil,@elotroalex,2020,,042,caridischo_item,curations,/img/derivatives/simple/col2042/thumbnail.jpg,/img/derivatives/simple/col2042/fullwidth.jpg
col2043,Curaçao Nationaal Archief,Curaçao National Archive,Archivo nacional de Curazao,Digital Libraries,een archief,arqueo een,https://www.nationaalarchief.cw/,open,Active,nl,,National Archives of Curaçao,"A new voyage of discovery ... Search, browse and discover the original sources of Curaçao History.","A new voyage of discovery ... Search, browse and discover the original sources of Curaçao History.","Un nuevo viaje de descubrimiento ... Buscar, navegar y descubrir las fuentes originales de la historia de Curaçao.",,,,,,2020,,043,caridischo_item,curations,/img/derivatives/simple/col2043/thumbnail.jpg,/img/derivatives/simple/col2043/fullwidth.jpg
col2044,George Padmore Institute Archive,,Archivo de George Padmore Institute,Thematic Curations,an archive,un archivo,https://www.georgepadmoreinstitute.org/,private,Active,en,,George Padmore Institute,"The George Padmore Institute is an archive, educational resource and research centre housing materials relating to the black community of Caribbean, African and Asian descent in Britain and continental Europe.","The George Padmore Institute is an archive, educational resource and research centre housing materials relating to the black community of Caribbean, African and Asian descent in Britain and continental Europe.","El Instituto George Padmore es un archivo, recurso educativo y de investigación relacionados con la comunidad negra del Caribe, y la descendencia africana y asiática en Gran Bretaña y Europa continental.",,,,,,2020,,044,caridischo_item,curations,/img/derivatives/simple/col2044/thumbnail.jpg,/img/derivatives/simple/col2044/fullwidth.jpg
col2045,Ecologies Entrelacées,Interconnected Ecologies,Ecologías entrelazadas,Thematic Curations,a digital humanities project,un proyecto de humanidades digitales,https://www.ecologiesentrelacees.com/,open,Active,"en,fr","Eirann Cohen, Rachel Kirk, Soraya Limare",,"A bilingual environmental digital humanities project that looks at gender and ecology in the Francophone Caribbean though the themes of sugar, bananas, beaches, and gardens.","A bilingual environmental digital humanities project that looks at gender and ecology in the Francophone Caribbean though the themes of sugar, bananas, beaches, and gardens.","Un proyecto de humanidades digitales ambientales bilingües que analiza el género y la ecología en el Caribe francófono a través de los temas: azúcar, plátanos, playas y jardines.",,,,,,2020,,045,caridischo_item,curations,/img/derivatives/simple/col2045/thumbnail.jpg,/img/derivatives/simple/col2045/fullwidth.jpg
col2046,Haiti and the Atlantic World,,Haití y el mundo atlántico.,Thematic Curations,un website,un sitio web,https://haitidoi.com/,open,Stable,en,Julia Gaffield,,This website seeks to encourage the discussion about Haiti’s founding documents and their influences on the broader Atlantic.,This website seeks to encourage the discussion about Haiti’s founding documents and their influences on the broader Atlantic.,Este sitio web busca fomentar la discusión sobre los documentos fundadores de Haití y sus influencias en el Atlántico más amplio.,,,,Alex Gil,@elotroalex,2020,,046,caridischo_item,curations,/img/derivatives/simple/col2046/thumbnail.jpg,/img/derivatives/simple/col2046/fullwidth.jpg
col2047,John Carter Brown Library Haiti Collection,,Colección Haití de la biblioteca John Carter Brown,Thematic Curations,a digital collection,una colección digital,https://archive.org/details/jcbhaiti,open,Active,"en,fr",,Brown University,"Our rare books, maps and newspapers tell the story of the founding of the French colony of Saint Domingue (once the most lucrative colony in the Americas), its demise through the Haitian Revolution (the world's only successful slave revolution) and the founding of Haiti in its place.","Our rare books, maps and newspapers tell the story of the founding of the French colony of Saint Domingue (once the most lucrative colony in the Americas), its demise through the Haitian Revolution (the world's only successful slave revolution) and the founding of Haiti in its place.","Nuestros libros unicos, mapas y periódicos cuentan la historia de la fundación de la colonia francesa de Saint Domingue (una vez la colonia más lucrativa de las Américas), su desaparición a causa de la revolución haitiana (la única revolución esclava exitosa del mundo) y la fundación de Haití en su lugar.",,,,Roopika Risam,@roopikarisam,2020,,047,caridischo_item,curations,/img/derivatives/simple/col2047/thumbnail.jpg,/img/derivatives/simple/col2047/fullwidth.jpg
col2048,Haiti an Island Luminous,,Haití una isla luminosa,Thematic Curations,a site ,un sitio,http://islandluminous.fiu.edu/index-english.html,open,Stable,en,"Adam M. Silvia, Brooke Wooldridge ",FIU,"An Island Luminous is a site to help readers learn about Haiti’s history. Created by historian Adam M. Silvia and hosted online by Digital Library of the Caribbean, An Island Luminous combines rare books, manuscripts, and photos scanned by archives and libraries in Haiti and the United States with commentary by over one hundred (100) authors from universities around the world.","An Island Luminous is a site to help readers learn about Haiti’s history. Created by historian Adam M. Silvia and hosted online by Digital Library of the Caribbean, An Island Luminous combines rare books, manuscripts, and photos scanned by archives and libraries in Haiti and the United States with commentary by over one hundred (100) authors from universities around the world.","""An Island Luminous"" (Una Isla luminosa) es un sitio web sobre la historia de Haití. Creado por el historiador Adam M. Silvia y organizado en línea por la Biblioteca Digital del Caribe (dLOC), ""Una Isla luminosa"" combina libros raros, manuscritos y fotos escaneadas por archivos y bibliotecas en Haití y los Estados Unidos con comentarios de más de cien (100) investigadores provenientes de universidades de todo el mundo.",,,,Alex Gil,@elotroalex,2020,,048,caridischo_item,curations,/img/derivatives/simple/col2048/thumbnail.jpg,/img/derivatives/simple/col2048/fullwidth.jpg
col2049,Musical Passage,,Pasaje musical,Scholarly Editions,an exhibit,una exposición,http://www.musicalpassage.org/,open,Active,en,"Mary Caton Lingold, David Garner, Laurent Dubois","Scholars & Publics, Duke University","Developed by historian Laurent Dubois, PhD candidate in English Mary Caton Lingold, and composer-scholar David Garner, Musical Passage uses a digital format to explore a unique artifact of early African diasporic music. The site is designed around two pages from eighteenth-century British naturalist and collector Hans Sloane’s <em>A Voyage to the Islands</em> (1707), which documents his time in Jamaica in the late 1680s. The pages of Voyage that have been placed at the center of this site present notation of songs played at a “festival.” This material is precious and fascinating, representing the earliest notation we have of music produced by enslaved Africans in the Caribbean or North America. The performers whose music is represented and interpreted here were likely survivors of the Middle Passage who may have been playing music they had learned in their homelands. They may also have been in the process of creating entirely new performance traditions.","Developed by historian Laurent Dubois, PhD candidate in English Mary Caton Lingold, and composer-scholar David Garner, Musical Passage uses a digital format to explore a unique artifact of early African diasporic music. The site is designed around two pages from eighteenth-century British naturalist and collector Hans Sloane’s <em>A Voyage to the Islands</em> (1707), which documents his time in Jamaica in the late 1680s. The pages of Voyage that have been placed at the center of this site present notation of songs played at a “festival.” This material is precious and fascinating, representing the earliest notation we have of music produced by enslaved Africans in the Caribbean or North America. The performers whose music is represented and interpreted here were likely survivors of the Middle Passage who may have been playing music they had learned in their homelands. They may also have been in the process of creating entirely new performance traditions.","Desarrollado por el historiador Laurent Dubois, la candidata a PhD en Inglés Mary Caton Lingold, y el compositor-erúdito David Garner, ""Musical Passage"" (Pasaje musical) utiliza un formato digital para explorar un artefacto único de la música de la diáspora africana temprana. El sitio está diseñado alrededor de dos páginas de <em>A Voyage to the Islands</em> (Un Viaje a las islas, 1707) del naturalista y coleccionista británico del siglo XVIII, Hans Sloane, que documenta su tiempo en Jamaica a fines de 1680. Las páginas de viaje que se han colocado en el centro de este sitio, presenta notación de canciones interpretadas en un &quot;Festival&quot;. Este material es precioso y fascinante, y representa la notación más temprana que tenemos de música producida por africanos esclavizados en el Caribe o América del Norte. Los intérpretes cuya música está representada e interpretada aquí fueron probablemente sobrevivientes del Pasaje del Medio, y junto a ellos, música que habían aprendido en sus países de origen.",,,,Alex Gil,@elotroalex,2020,Can't copy text from the original site.,049,caridischo_item,curations,/img/derivatives/simple/col2049/thumbnail.jpg,/img/derivatives/simple/col2049/fullwidth.jpg
col2050,Legacies of British Slave-ownership,,Legados del Esclavismo Británico,Thematic Curations,a database,una base de datos,https://www.ucl.ac.uk/lbs//,open,Active,en,"Matthew Smith, et al.",University College London,"Colonial slavery shaped modern Britain and we all still live with its legacies. The slave-owners were one very important means by which the fruits of slavery were transmitted to metropolitan Britain. We believe that research and analysis of this group are key to understanding the extent and the limits of slavery's role in shaping British history and leaving lasting legacies that reach into the present. The stories of enslaved men and women, however, are no less important than those of slave-owners, and we hope that the database produced in the first two phases of the project, while at present primarily a resource for studying slave-owners, will also provide information of value to those researching enslaved people.","Colonial slavery shaped modern Britain and we all still live with its legacies. The slave-owners were one very important means by which the fruits of slavery were transmitted to metropolitan Britain. We believe that research and analysis of this group are key to understanding the extent and the limits of slavery's role in shaping British history and leaving lasting legacies that reach into the present. The stories of enslaved men and women, however, are no less important than those of slave-owners, and we hope that the database produced in the first two phases of the project, while at present primarily a resource for studying slave-owners, will also provide information of value to those researching enslaved people.","La esclavitud colonial formó la Gran Bretaña moderna y todos vivimos con sus legados. Los propietarios de esclavos fueron un medio muy importante por el cual los frutos de la esclavitud se transmitieron a la Gran Bretaña metropolitana. Creemos que la investigación y el análisis de este grupo son clave para comprender la extensión y los límites del papel de la esclavitud en la configuración de la historia británica y los legados perdurables que alcanzan al presente. Las historias de hombres y mujeres esclavizados, sin embargo, no son menos importantes que los de los propietarios de esclavos, y esperamos que la base de datos producida en las dos primeras fases del proyecto, mientras que en la actualidad principalmente es un recurso para estudiar a los propietarios de esclavos, también pueda proporcionar información de valor a aquellos que investigan personas esclavizadas.",,,,Roopika Risam,@roopikarisam,2020,"Are we cool with projects by the colonizers? 
😂 ",050,caridischo_item,curations,/img/derivatives/simple/col2050/thumbnail.jpg,/img/derivatives/simple/col2050/fullwidth.jpg
col2051,Haitian Art: a Digital Crossroads,,Arte haitiano: una encrucijada digital,Thematic Curations,a grant project,un proyecto de subvención,https://hadc.sites.grinnell.edu/,private,In Development,en,"Fredo Rivera, Petrouchka Moïse",Grinnell College; Waterloo Center for the Arts,"This project is planning the creation of publicly accessible database for the Waterloo Center for the Arts, which hosts the largest public collection of Haitian art outside Haiti. We are also working on expanding digital resources regarding Haitian art.","This project is planning the creation of publicly accessible database for the Waterloo Center for the Arts, which hosts the largest public collection of Haitian art outside Haiti. We are also working on expanding digital resources regarding Haitian art.","Este proyecto está planeando la creación de una base de datos accesible públicamente para el Centro Waterloo para las Artes, que alberga la mayor colección pública de arte haitiano fuera de Haití. También estamos trabajando en la expansión de los recursos digitales con respecto al arte haitiano.",,,,,,2020,,051,caridischo_item,curations,/img/derivatives/simple/col2051/thumbnail.jpg,/img/derivatives/simple/col2051/fullwidth.jpg
col2052,La Revista América Negra,Black America Journal,,Thematic Curations,publicaciones,publicaciones,https://www.javeriana.edu.co/ins-genetica/investigacion/publicaciones/libros/america-negra,open,Active,"es,en,fr,de,it,pt",Nina de Friedemann,Pontificia Universidad Javeriana Bogotá,The América Negra Magazine was a biannual publication of the Human Expedition that contained materials on any of the disciplines that deal with the description and analysis of human populations. The Magazine emphasized the black and indigenous communities of the American continent and their relationships with populations from other parts of the world.,The América Negra Magazine was a biannual publication of the Human Expedition that contained materials on any of the disciplines that deal with the description and analysis of human populations. The Magazine emphasized the black and indigenous communities of the American continent and their relationships with populations from other parts of the world.,La revista América Negra fue una publicación bianual de la expedición humana que contenía materiales sobre cualquiera de las disciplinas que tratan la descripción y el análisis de las poblaciones humanas. La revista enfatizó las comunidades negras e indígenas del continente estadounidense y sus relaciones con las poblaciones de otras partes del mundo.,,,,,,2020,,052,caridischo_item,curations,/img/derivatives/simple/col2052/thumbnail.jpg,/img/derivatives/simple/col2052/fullwidth.jpg
