pid,label,label_en,label_es,section,genre,claimed_genre_en,claimed_genre_es,link,access,status,language,creators,stewards,blurb,blurb_en,blurb_es,related_to,sub_collections,open_data,added_by,twitter,census_year,notes,order,layout,collection,thumbnail,full
cds141,Slave Voyages,,Viajes esclavistas,Reference,Database,a database,una base de datos,https://www.slavevoyages.org/,open,Stable,"en,es,pt",Marcy Alexander,Emory University,"This digital memorial raises questions about the largest slave trades in history and offers access to the documentation available to answer them. European colonizers turned to Africa for enslaved laborers to build the cities and extract the resources of the Americas. They forced millions of Africans across the Atlantic to the Americas, and from one part of the Americas to another. Analyze these slave trades and view interactive maps, timelines, and animations to see the dispersal in action.",,"Este memorial digital plantea preguntas sobre las mayores comercios de esclavos en la historia y ofrece acceso a la documentación disponible para responderlos. Los colonizadores europeos se dirigieron a África para que los trabajadores esclavizados construyan las ciudades y extrayeran los recursos de las Américas. Forzaron a millones de africanos en todo el Atlántico a las Américas, y de una parte de las Américas a otra. Analice estas operaciones esclavistas y vea mapas, cronogramas y animaciones interactivas para ver la dispersión en acción.",,,,,,2020,,047,caridischo_item,main,/img/derivatives/simple/cds141/thumbnail.jpg,/img/derivatives/simple/cds141/fullwidth.jpg
cds142,The New Map of Empire,,El nuevo mapa del imperio.,Maps & Visualizations,Maps,a map,un mapa,http://mapscholar.org/empire,open,Stable,en,"S. Max Edelson, Bill Ferster",S. Max Edelson,"Maps and visualizations of the British Caribbean in the eighteenth century, with a special focus on the Ceded Islands. A digital map exhibition produced on MapScholar, and NEH-funded platform for geospatial visualization. Produced in tandem with Edelson, <em>The New Map of Empire</em> (Harvard, 2017)",,"Mapas y visualizaciones del Caribe británico en el siglo XVIII, con un enfoque especial en las islas cedidas. Una exposición de mapas digitales producida en la MapScholar, plataforma financiada por la NEH para la visualización geoespacial. Producido en tándem con Edelson, <em>The New Map of Empire</em> (el nuevo Mapa del Imperio, Harvard, 2017).",,,,S. Max Edelson,@maxedelson,2020,"See especially the link to chapter 5, &quot; Charting Contested Caribbean Space&quot; ",048,caridischo_item,main,/img/derivatives/simple/cds142/thumbnail.jpg,/img/derivatives/simple/cds142/fullwidth.jpg
cds143,"The Louis J. Boeri and Minín Bujones Boeri Collection of Cuban-American Radionovelas, 1963-1970",,"Colección Louis J. Boeri y Minín Bujones Boeri de Radionovelas cubano-americanas, 1963-1970",Collections & Curations,Thematic Curations,a collection,una colección,https://digitallibrary.tulane.edu/islandora/object/tulane%3Aradionovelas,open,Stable,"en,es",,Howard-Tilton Memorial Library,"From his office and studios on the fifth floor of &quot;The Freedom Tower&quot;  in Miami, Italian-American businessman Louis J. Boeri and his company, America's Productions, Inc. (API), formed a radio programming empire, selling their shows to government, to more than 200 radio stations throughout Latin America and Spain, and to Spanish-speaking radio stations in the United States during the second half of the 1960s. With scripts written by acclaimed exiled Cuban screenwriters and Mexican writers, America's Productions, Inc. produced two types of programs: the first with political content and the second, of a more general nature, distinguished as &quot;pure entertainment.&quot;  Designed for a Latin American and Latino audience residing in the US, the pure entertainment included radio soap operas/dramas, comedies, advice and self-help programs, biblical dramas, mysteries, spy stories, and variety shows.",,"Desde su oficina y estudios en el quinto piso de &quot;La torre de la libertad &quot; en Miami, el empresario italiano-estadounidense Louis J. Boeri y su compañía, America's Productions, Inc. (API), formaron un imperio de programación de radio, vendiendo sus espectáculos al gobierno, a más de 200 estaciones de radio en América Latina y España, y a estaciones de radio de habla hispana en los Estados Unidos durante la segunda mitad de la década de 1960. Con guiones escritos por aclamados guionistas cubanos exiliados y escritores mexicanos, America's Productions, Inc. producía dos tipos de programas: los primeros con contenido político y los segundos, de naturaleza más general, designados como &quot;Entretenimiento puro.& quot; Diseñado para una audiencia latinoamericana y latina residente en los EE.UU., El entretenimiento puro incluía telenovelas de radio/dramas, comedias, consejos y programas de autoayuda, dramas bíblicas, misterios, historias de espías y espectáculos de variedades.",,,,,,2020,,049,caridischo_item,main,/img/derivatives/simple/cds143/thumbnail.jpg,/img/derivatives/simple/cds143/fullwidth.jpg
cds144,Slave Trade of the MCC,,Comercio de esclavos del MCC,Collections & Curations,Thematic Curations,a collection,una colección,https://www.zeeuwsarchief.nl/en/zeeland-stories/trans-atlantic-slave-trade/slave-trade-of-the-mcc/,open,Stable,"en,nl",,,"The trading of Africans who were forced into slavery was the ‘core business’ of the MCC (The Middelburgse Commercie Compagnie). From 1732 to 1807, 31.095 African slaves were bought by the MCC with the intention to sell them in the West Indies. The archive of the MCC is kept by the Zeeland Archives and is included on UNESCO’s World Heritage List.",,"El comercio de africanos que se vieron obligados a la esclavitud fue el &quot;negocio principal&quot; del MCC (The Middelbughse Commercie Compagnie). De 1732 a 1807, 31.095 esclavos africanos fueron comprados por el MCC con la intención de venderlos en las Indias Occidentales. El archivo del MCC es guardado por los archivos de Zeeland y se incluye en la Lista del Patrimonio Mundial de la UNESCO.",,,,,,2020,,050,caridischo_item,main,/img/derivatives/simple/cds144/thumbnail.jpg,/img/derivatives/simple/cds144/fullwidth.jpg
cds145,The Caribbean Dictionary,,El diccionario caribeño,Reference,Dictionaries,a dictionary,un diccionario,http://wiwords.com/,open,Stable,en,,,A dictionary of Caribbean English,,Un diccionario de inglés caribeño,,,,,,2020,,051,caridischo_item,main,/img/derivatives/simple/cds145/thumbnail.jpg,/img/derivatives/simple/cds145/fullwidth.jpg
cds146,SPAT Memory Project,,Proyecto de memoria SPAT,Collections & Curations,Thematic Curations,a collection,una colección,http://spatmemoryproject.org,open,Active,en,Schuyler Esprit ,Create Caribbean ,"SPAT Memory Project is a repository for the publications and related documents of the Dominica-based non-profit organization, Small Projects Assistance Team (locally known as SPAT).",,"Este proyecto de memoria alberga un repositorio para las publicaciones y documentos relacionados al Equipo de Asistencia de Pequeños Proyectos (conocido localmente como SPAT), organización sin fines de lucro con sede en Dominica.",,,,Schuyler Esprit,@schuyleresprit,2020,,052,caridischo_item,main,/img/derivatives/simple/cds146/thumbnail.jpg,/img/derivatives/simple/cds146/fullwidth.jpg
cds147,The Cuban American Dream Timeline,,El cronograma del ensueño cubanoamericano,Maps & Visualizations,Timelines,a timeline,un cronograma,http://exhibits.uflib.ufl.edu/cubanamericandream/,open,Active,en,"Katiana Bagué, Alexis Baldacci",George A Smathers Libraries,"A timeline of events that explore the reasons behind the immigration of Cubans to Florida from the 16th to the 21st century, the pressure that such immigration brought to local and state governments, the reactions of Floridian communities to Cuban immigrants, the ways in which Cuban immigrants adapted to their new reality, and the contribution of Cuban immigration to Florida.",,"Un cronograma de la inmigración de cubanos a Florida del siglo XVI al XXI, que exploran las razones detrás de esta, la presión que llevara a los gobiernos locales y estatales, las reacciones de las comunidades floridias a los inmigrantes cubanos, las formas en que los inmigrantes cubanos se adaptaron a su nueva realidad, y la contribución de la inmigración cubana a Florida.",,,,,,2020,,053,caridischo_item,main,/img/derivatives/simple/cds147/thumbnail.jpg,/img/derivatives/simple/cds147/fullwidth.jpg
cds148,The Free Womb Project,,El proyecto matriz libre,Collections & Curations,Thematic Curations,an exhibit,una exposición,https://thefreewombproject.com/,open,Stable,"en,es",Dr. Yesenia Barragan ,Dartmouth College,"Welcome to The Free Womb Project—a bilingual (English and Spanish-language), digital collection of laws legislating the gradual abolition of slavery through “Free Womb” decrees in fifteen different governments across the Atlantic World during the late eighteenth and nineteenth centuries.",,"Bienvenido al &quot;Free Womb Project&quot; (Proyecto de matriz libre): una colección de leyes bilingües (inglés y español), legislando la abolición gradual de la esclavitud a través de decretos de &quot;matriz libre&quot; en quince gobiernos diferentes en todo el mundo del Atlántico durante los siglos XVIII y XIX.",,,,,,2020,,054,caridischo_item,main,/img/derivatives/simple/cds148/thumbnail.jpg,/img/derivatives/simple/cds148/fullwidth.jpg
cds149,"Slavery: Supporters and Abolitionists, 1675-1865",,"Esclavitud: partidarios y abolicionistas, 1675-1865",Collections & Curations,Thematic Curations,a collection,una colección,https://microform.digital/boa/collections/69/slavery-supporters-and-abolitionists-1675-1865,vendor,Active,en,,British Online Archives,"This collection explores and offers varying perspectives on the explosive debate around the Transatlantic Slave Trade during the 17th, 18th, and 19th centuries. The documents, through a combination of correspondence, pamphlets, memoirs, and statistics, track both the proliferation of British power and the enslavement it was built upon, as well as the moral critiques that arose as a reaction to the horrific practice.",,"Esta colección explora y ofrece perspectivas variables sobre el debate explosivo en torno al comercio transatlántico de esclavos durante los siglos XVIII y XIX. Los documentos, a través de una combinación de correspondencia, folletos, memorias y estadísticas, rastrean la proliferación de la potencia británica y la esclavitud en la que se construyó, así como las críticas morales que surgieron como una reacción a esta horrible práctica.",,,,Roopika Risam,@roopikarisam,2020,Who writes their taglines? ,055,caridischo_item,main,/img/derivatives/simple/cds149/thumbnail.jpg,/img/derivatives/simple/cds149/fullwidth.jpg
cds15,Arquitectura de la necesidad,Arquitecture of necessity,Arquitectura de la necesidad,Periodicals & Blogs,Blogs,a blog,un blog,http://architectureofnecessity.com/,open,Archived,es,Ernesto Oroza,,Architecture of Necessity is a concept with a double function. It initially operates as a descriptive and austere term in its rhetorical value that points to an architecture of urgency and precariousness. Its second and most important function is metaphorical: it enunciates an architecture that is its own diagram.,,La arquitectura de la necesidad es un concepto con una doble función. Inicialmente funciona como un término descriptivo y austero en su valor retórico que apunta a una arquitectura de urgencia y precariedad. Su segunda y más importante función es metafórica: enuncia una arquitectura que es su propio diagrama.,,,,,,2020,,056,caridischo_item,main,/img/derivatives/simple/cds15/thumbnail.jpg,/img/derivatives/simple/cds15/fullwidth.jpg
cds150,The Work of Man Has Only Just Begun: Legacies of Césaire,,El Trabajo del hombre acaba de comenzar: Legados de Aimé Césaire,Cabinet of Wonders,Sui Generis,a forum and a researchathon,un foro y una investigación,https://cesairelegacies.cdrs.columbia.edu/,open,In Disrepair,en,"Kaiama Glover, Alex Gil, Kelly Josephs",Columbia University Libraries,"Poet, statesman, and singular voice of the anti-colonial movements of the 20th century, Aimé Césaire continues to influence contemporary discussions of ethics and aesthetics, politics and history in this precariously postcolonial world. In an effort to contribute to Césaire's living legacy, we have organized an online forum in which four pairs of scholars, from a variety of disciplines, offer reflections along four different critical paths",,"Poeta, estadista y voz singular de los movimientos anti-coloniales del siglo XX, Aimé Césaire continúa influyendo discusiones contemporáneas sobre la ética y la estética, la política y la historia en nuestro mundo poscolonial precario. En un esfuerzo por contribuir al legado vivo de Césaire, se organizó este foro en línea en el que cuatro pares de académicos, de una variedad de disciplinas, ofrecieron reflejos a lo largo de cuatro caminos críticos diferentes, junto al comentario del público académico.",,,,Alex Gil,@elotroalex,2020,,057,caridischo_item,main,/img/derivatives/simple/cds150/thumbnail.jpg,/img/derivatives/simple/cds150/fullwidth.jpg
cds151,The Atlantic Networks Project,,El proyecto redes Atlanticas,Maps & Visualizations,Maps,maps,mapas,https://sites.google.com/site/atlanticnetworksproject/home?authuser=0,open,Stable,en,Andrew Sluyter,Louisiana State University,"It focuses on mapping the routes of vessels between about 1750 and 1900 that carried cargoes of coffee, sugar, spices, gold, and many other products as well as enslaved Africans between Europe, Africa, the Caribbean, South America, North America, and Asia.",,"Cronografía de las rutas de los buques entre aproximadamente 1750 y 1900 que llevaban cargas de café, azúcar, especias, oro y muchos otros productos, así como a los africanos esclavizados entre Europa, África, el Caribe, América del Sur, América del Norte y Asia.",,,,Roopika Risam,@roopikarisam,2020,,058,caridischo_item,main,/img/derivatives/simple/cds151/thumbnail.jpg,/img/derivatives/simple/cds151/fullwidth.jpg
cds152,Worker Rebellions in the British Caribbean,,Rebeliones de trabajadores en el Caribe británico,Maps & Visualizations,Timelines,timeline,un cronograma,https://cdn.knightlab.com/libs/timeline3/latest/embed/index.html?source=1qZjyqnjo2e37usoVsGgoZU7ZI5NDA6NCCpp2p0EVb2s&font=Default&lang=en&initial_zoom=2&height=650,open,Stable,en,,Working Class History,"Sample timeline from events detailed in Labour rebellions of the 1930s in the British Caribbean region colonies by Richard Hart, put together for the Working Class History project.",,"Cronograma de los eventos detallados en las rebeliones laborales de la década de 1930 en las colonias de la región británica del Caribe de Richard Hart, organizadas para el proyecto de historia de la clase trabajadora.",,,,Kaneesha Parsard,@kaneeshaparsard,2020,,059,caridischo_item,main,/img/derivatives/simple/cds152/thumbnail.jpg,/img/derivatives/simple/cds152/fullwidth.jpg
cds153,Slavery Images,,Imagenes de la esclavitud,Collections & Curations,Thematic Curations,an image collection,una colección de imágenes,http://slaveryimages.org/s/slaveryimages/page/welcome,open,Active,en,Henry Lovejoy,"University of Colorado, Boulder","This website is envisioned as a tool and a resource that can be used by teachers, researchers, students, and the general public—in brief, anyone interested in the experiences of Africans who were enslaved and transported to the Americas and the lives of their descendants in the slave societies of the New World.",,"Este sitio web se prevé como una herramienta y un recurso que puede ser utilizado por maestros, investigadores, estudiantes y el público en general, en resumen, a cualquier persona interesada en las experiencias de los africanos que fueron esclavizados y transportados a las Américas y las vidas de sus descendientes en las sociedades esclavistas del Nuevo Mundo.",,,,Roopika Risam,@roopikarisam,2020,,060,caridischo_item,main,/img/derivatives/simple/cds153/thumbnail.jpg,/img/derivatives/simple/cds153/fullwidth.jpg
cds154,The Puerto Rican Experience In The U.S. Military: A Century Of Unheralded Service,,La experiencia puertorriqueña en el ejército de los EE.UU.: Un siglo de servicio sin precedentes,Collections & Curations,Thematic Curations,a collection,una colección,https://centropr.hunter.cuny.edu/digital-humanities/pr-military/puerto-rican-experience-us-military-century-unheralded-service,private,Active,en,,CUNY,"Officially, Puerto Ricans started serving in the United States military in 1899 with the creation of the Battalion of Porto Rican Volunteers. Since then, hundreds of thousands of Puerto Ricans have been drafted or volunteered to serve in all the branches of the military. This project offers an overview of the Puerto Rican experience in the U.S. military.",,"Oficialmente, los puertorriqueños comenzaron a servir en el ejército de los Estados Unidos en 1899 con la creación del Batallón de Voluntarios de Puerto Rico. Desde entonces, cientos de miles de puertorriqueños han sido reclutados o se han ofrecido como voluntarios para servir en todas las ramas del ejército. Este proyecto ofrece una descripción general de la experiencia puertorriqueña en el ejército de los EE. UU.",,,,,,2020,,061,caridischo_item,main,/img/derivatives/simple/cds154/thumbnail.jpg,/img/derivatives/simple/cds154/fullwidth.jpg
cds155,The Afrolatin@ Project,,El Proyecto Afrolatin@,Cabinet of Wonders,Sui Generis,project,proyecto,https://afrolatinoproject.org/,open,Stable,en,,,"Our mission is to serve as a resource center and cultural advocate for documentation and preservation of cultures, histories, and experiences of Afrodescendant people in the Americas and the Caribbean.",,"Nuestra misión es servir como centro de recursos y defensor cultural de la documentación y la preservación de las culturas, las historias y las experiencias de las personas afrodescendientes en las Américas y el Caribe.",,,,,,2020,,062,caridischo_item,main,/img/derivatives/simple/cds155/thumbnail.jpg,/img/derivatives/simple/cds155/fullwidth.jpg
cds156,The Public Archive,,El archivo público,Periodicals & Blogs,Blogs,a blog,un blog,https://thepublicarchive.com,open,Active,en,Peter Hudson,,"In light of this obliteration of history, The Public Archive was initiated to serve as an accessible clearinghouse of historical essays, archival sources, and informed contemporary journalism on Haiti. The Public Archive compiles links to documents freely accessible through the digital collections of libraries and repositories as well as open-access online periodicals, academic journals and newspapers.",,"A la luz de la perdida de documentos historicos, se inició el archivo público para servir como un reclamo accesible de ensayos históricos, fuentes de archivo e informó el periodismo contemporáneo en Haití. El archivo público recopila enlaces a documentos de forma gratuita a través de las colecciones digitales de bibliotecas y repositorios, así como publicaciones periódicas en línea de acceso abierto, revistas académicas y periódicos.",,,,Kaiama L. Glover,@inthewhirld,2020,,063,caridischo_item,main,/img/derivatives/simple/cds156/thumbnail.jpg,/img/derivatives/simple/cds156/fullwidth.jpg
cds157,TonyOldies,,Cosas viejas de Tony,Collections & Curations,Thematic Curations,a digital archive,un archivo digital,http://tonyoldies.homestead.com/,open,Active,en,Tony Hadley,,Photographic cyber museum of vernacular and colonial images,,Museo cibernético fotográfico de imágenes vernáculas y coloniales.,,,,Emilie Boone,,2020,"NANTON, PHILIP. &quot; Tony's Oldies: Visualising Vincentian Diasporic Memory.&quot;  Caribbean Quarterly 58, no. 2/3 (2012): 101-15. Accessed November 13, 2020. http://www.jstor.org.citytech.ezproxy.cuny.edu/stable/41708780.",064,caridischo_item,main,/img/derivatives/simple/cds157/thumbnail.jpg,/img/derivatives/simple/cds157/fullwidth.jpg
cds158,"The Other Revolution: Haiti, 1789-1804",,"La otra revolución: Haití, 1789-1804",Collections & Curations,Thematic Curations,an exhibit,una exposición,https://www.brown.edu/Facilities/John_Carter_Brown_Library/exhibitions/haitian/index.html,open,Stable,en,"Malick W. Ghachem, Susan Danforth, Leslie Tobias-Olsen","The John Carter Brown Library, Brown University","In many instances, the Black revolutionary spirit can only be dimly perceived through the eye-witness accounts and recollections of literate white colonists and free people of color, but it is there all the same. These exhibition items have been chosen, and the captions written, so as to provide a running narrative of the Haitian Revolution.",,"En muchos casos, el espíritu revolucionario negro puede ser tan solo percibido en las cuentas de los testigos oculares y los recuerdos de colonos blancos alfabetizados y la gente libre de color, pero allí reside de todos modos. En la siguiente, se han elegido artículos, y se han escritos descripciones para esta exposición con el fin de proporcionar una narrativa en ejecución de la revolución haitiana.",,,,Kaneesha Parsard,@kaneeshaparsard,2020,,065,caridischo_item,main,/img/derivatives/simple/cds158/thumbnail.jpg,/img/derivatives/simple/cds158/fullwidth.jpg
cds159,thepostarchive,,el pos-archivo,Collections & Curations,Thematic Curations,an archive,un archivo,https://youtube.com/c/thepostarchive,open,Active,"en,es,fr",,,"Curating and releasing rare recordings into the world. Vintage radio, poets and writers reading their works, interviews, jazz, and more. This channel receives no monetary compensation from, nor is it affiliated with any institutions or nonprofits. Any ads are due to copyright claims on the videos. The Youtube channel tends to have many Carribbean writers and artists featured on it.",,"Curando y lanzando grabaciones raras al mundo: Radio de antaño, poetas y escritores leyendo sus obras, entrevistas, jazz y más. Este canal de Youtube tiende a tener muchos escritores y artistas caribeños invitados.",,,,,,2020,,066,caridischo_item,main,/img/derivatives/simple/cds159/thumbnail.jpg,/img/derivatives/simple/cds159/fullwidth.jpg
cds16,Bibliography for &quot;runaway&quot;  enslaved people,,Bibliografía para & quot; floway & quot; gente esclavizada,Reference,Bibliographies,a bibliography,una bibliografía,https://docs.google.com/document/d/16oamSiSVIzrI6Sd_wvPSXVNlNscEhG71GwsLH27WaK0/edit,open,In Development,en,"Amalia S. Levi, Paola A. Schiappacasse",,Bibliography developed during the public workshops for the &quot;Barbados Runaways&quot; collection.,,Bibliografía desarrollada durante los talleres públicos para la colección de &quot;Barbados fugitivos&quot;.,,,,Amalia S. Levi,@amaliasl,2020,,067,caridischo_item,main,/img/derivatives/simple/cds16/thumbnail.jpg,/img/derivatives/simple/cds16/fullwidth.jpg
cds160,US Caribbean & Ethnic Florida Digital Newspaper Project,,Proyecto de periódicos digitales de los Estados Unidos caribeños y la Florida étnica,Cabinet of Wonders,Digital Libraries,updates,noticias,http://ufndnp.domains.uflib.ufl.edu/,open,Active,"en,es","University of Florida, Melissa Jerome, Sarah &quot;Moxy&quot Moczygemba ",University of Florida: Melissa Jerome,"The US Caribbean & Ethnic Florida Digital Newspaper Project is a collaborative project between the University of Florida George A. Smathers Libraries, the library system at the University of Puerto Rico–Rio Piedras, and the University of the Virgin Islands, as part of the state and territories’ involvement in the National Digital Newspaper Program (NDNP). The NDNP, a partnership between the NEH and the Library of Congress, is a long-term effort to provide permanent, free access to historic newspapers published in the United States and its territories between 1690 and 1963.",,"El Proyecto de Periódicos Digitales del Caribe y Étnicos de Florida de EE. UU. Es un proyecto de colaboración entre las Bibliotecas George A. Smathers de la Universidad de Florida, el sistema de bibliotecas de la Universidad de Puerto Rico – Rio Piedras y la Universidad de las Islas Vírgenes, como parte de la participación del estado y los territorios en el Programa Nacional de Periódicos Digitales (NDNP). El NDNP, una asociación entre NEH y la Biblioteca del Congreso, es un esfuerzo a largo plazo para proporcionar acceso permanente y gratuito a los periódicos históricos publicados en los Estados Unidos y sus territorios entre 1690 y 1963.",cds31,,,Melissa Jerome,@mmespino20,2020,"over 150,000 pages of historic Puerto Rican newspapers (from 4 unique titles of historic significance) are currently available for viewing & text searching; More Puerto Rico content and content from Virgin Islands is being digitized and will be made avalable over the next year. ",068,caridischo_item,main,/img/derivatives/simple/cds160/thumbnail.jpg,/img/derivatives/simple/cds160/fullwidth.jpg
cds161,Visualizing Sovereignty,,Visualizando la soberanía,Maps & Visualizations,Maps,"a story-telling, community-building, and solidarity economy project","un proyecto de historias, construcción de comunidades y economía solidaria",https://player.vimeo.com/video/169690419?autoplay=1,open,Stable,en,"Yarimar Bonilla, Max Hantel",Rutgers University,A series of visualizations and animated video designed by Yarimar Bonilla and Max Hantel for the journal sx archipelagos (1),,Serie de visualizaciones y video animado diseñado por Yarimar Bonilla y Max Hantel para la revista sx archipelagos (1),,,,Kaiama L. Glover,@inthewhirld,2020,,069,caridischo_item,main,/img/derivatives/simple/cds161/thumbnail.jpg,/img/derivatives/simple/cds161/fullwidth.jpg
cds162,Traveling Caribbean Heritage,,Patrimonio del Caribe viajero,Collections & Curations,Thematic Curations,an exhibit,una exposición,https://www.kitlv.nl/traveling-caribbean-heritage/,open,In Development,"en,nl",Rose Mary Allen et al. ,KITLV/Royal Netherlands Institute of Southeast Asian and Caribbean Studies,"In this project, Caribbean and Dutch scholars and cultural heritage specialists address these questions, identifying and questioning the dynamics of heritage formation, and developing a multi-generational human resource base as well as a digital infrastructure for the preservation of insular cultural heritage, for outreach activities, and ultimately for stimulating the sustainable development of these non-sovereign SIDS.",,"En este proyecto, los estudiosos caribeños y holandeses y los especialistas del patrimonio cultural abordan estas preguntas, identificando y cuestionando la dinámica de la formación del patrimonio y desarrollo de una base de recursos humanos multi-generacional, así como una infraestructura digital para la preservación del patrimonio cultural insular, y, en última instancia, para estimular el desarrollo sostenible de estos territorios no soberanos.",,,,Roopika Risam,@roopikarisam,2020,,070,caridischo_item,main,/img/derivatives/simple/cds162/thumbnail.jpg,/img/derivatives/simple/cds162/fullwidth.jpg
cds163,The Puerto Rico Citizenship Archives Project,,El Proyecto de Archivos de Ciudadanía de Puerto Rico,Collections & Curations,Thematic Curations,a digital archive,un archivo digital,https://scholarscollaborative.org/PuertoRico/,open,Stable,en,Charles R. Venator-Santiago ,University of Connecticut,The Puerto Rico Citizenship Archives Project (PRCAP) is part of a public repository designed to document the legal history of the extension of citizenship to the U.S. territories. The PRCAP provides a comprehensive overview of 120+ year story of debates over the extension of citizenship to Puerto Rico. It also provides public access to the key historical documents shaping this history. The main goal is to create a reliable public archive of primary documents that can foster new research projects on Puerto Rico and its relationship to the United States as well as on broader visions of U.S. citizenship.,,"El Proyecto de Archivos de Ciudadanía de Puerto Rico (PRCAP) es parte de un repositorio público diseñado para documentar el historial legal de la extensión de la ciudadanía a los territorios de los Estados Unidos. El PRCAP proporciona una descripción general completa de 120 años de historia de debates sobre la extensión de la ciudadanía a Puerto Rico. También proporciona acceso público a los documentos históricos clave que conforman esta historia. El objetivo principal es crear un archivo público confiable de documentos primarios que puedan fomentar nuevos proyectos de investigación sobre Puerto Rico y su relación con los Estados Unidos, así como en las visiones más amplias de la ciudadanía de los Estados Unidos.",,,,,,2020,,071,caridischo_item,main,/img/derivatives/simple/cds163/thumbnail.jpg,/img/derivatives/simple/cds163/fullwidth.jpg
cds164,Unmapping the Caribbean: Cuban Santería,,Descartografía del Caribe: Santería Cubana,Cabinet of Wonders,Sui Generis,a multimedia exhibit,exposición multimedia,https://nyuds.maps.arcgis.com/apps/Cascade/index.html?appid=510f57634a2940e0abaca2be46207384,open,Stable,en,,NYU,"Cuban Santería is a hybrid religion drawing from the Catholic doctrine imposed by Spanish colonialists, and the Yoruba religions brought by enslaved Africans.",,"La santería cubana es una religión híbrida que se extrae de la doctrina católica impuesta por los colonialistas españoles, y las religiones Yoruba traídas por esclavizados africanos.",,,,Tao Leigh Goffe,@taoleighgoffe,2020,,072,caridischo_item,main,/img/derivatives/simple/cds164/thumbnail.jpg,/img/derivatives/simple/cds164/fullwidth.jpg
cds165,Valor y Cambio,Value and Exchange,,Cabinet of Wonders,Sui Generis,un proyecto,un proyecto,https://www.valorycambio.org,open,Stable,"en,es","Frances Negrón-Muntaner, Sarabel Santos-Negrón",,"Valor y Cambio is a story-telling, community-building, and solidarity economy project started by artist Frances Negrón-Muntaner and collaborator visual artist Sarabel Santos Negrón.",,"Valor y Cambio es un proyecto de arte narrativo, participación comunitaria y economía solidaria iniciado por las artistas Frances Negrón-Muntaner y Sarabel Santos Negrón. Iniciado en Puerto Rico en medio de la crisis económica y actualmente en la ciudad de Nueva York, Valor y Cambio pretende generar una amplia conversación sobre qué es una economía justa y cómo fomentar el empoderamiento colectivo frente a políticas de austeridad neoliberales a nivel local y nacional.",,,,Roopika Risam,@roopikarisam,2020,,073,caridischo_item,main,/img/derivatives/simple/cds165/thumbnail.jpg,/img/derivatives/simple/cds165/fullwidth.jpg
cds166,Two Plantations,,Dos plantaciones,Maps & Visualizations,Networks,a diagram and a family tree,un diagrama y un árbol genealógico,http://www.twoplantations.com,open,Stable,en,Vincent Brown,,This website displays research into the lives of 431 enslaved people in seven multi-generational families at Mesopotamia plantation in Jamaica and Mount Airy plantation in Virginia.,,Este sitio web contiene resultados de investigación sobre la vida de 431 personas esclavizadas en siete familias multi-generacionales en la plantación de Mesopotamia en Jamaica y la plantación de Mount Airy en Virginia.,,,,Kaiama L. Glover,@inthewhirld,2020,,074,caridischo_item,main,/img/derivatives/simple/cds166/thumbnail.jpg,/img/derivatives/simple/cds166/fullwidth.jpg
cds167,AfroMix,,Mezcla Afro,Cabinet of Wonders,Sui Generis,portal,portal,https://www.afromix.org/,open,Active,en,,,"The Portal of African and Caribbean Cultures. News, music, arts and culture, society, travel, events.",,"El portal de culturas africanas y caribeñas. Noticias, música, artes y cultura, sociedad, viajes, eventos.",,,,,,2020,,075,caridischo_item,main,/img/derivatives/simple/cds167/thumbnail.jpg,/img/derivatives/simple/cds167/fullwidth.jpg
cds168,Manioc,,,Collections & Curations,Digital Libraries,a digital library,una biblioteca digital,http://www.manioc.org/,open,Active,fr,,"Université des Antilles, L'Université de Guyane","Manioc est une bibliothèque numérique spécialisée sur la Caraïbe, l'Amazonie, le Plateau des Guyanes et les régions ou centres d'intérêt liés à ces territoires. Vous y trouverez des documents textuels, sonores, iconographiques et des références concernant l'histoire culturelle, sociale, économique ou politique de ces pays.","Manioc is a digital library specializing in the Caribbean, the Amazon, the Guyana Plateau and the regions or centers of interest linked to these territories. You will find there textual, sound, iconographic documents and references concerning the cultural, social, economic or political history of these countries.","Manioc es una biblioteca digital especializada en el Caribe, la Amazonía, la meseta de Guyana y las regiones o centros de interés vinculados a estos territorios. Allí encontrará documentos y referencias textuales, sonoras, iconográficas sobre la historia cultural, social, económica o política de estos países.",,,,,,2020,,076,caridischo_item,main,/img/derivatives/simple/cds168/thumbnail.jpg,/img/derivatives/simple/cds168/fullwidth.jpg
cds169,Protestitas,Little Protests,,Cabinet of Wonders,Sui Generis,bot de poesía,bot de poesía,https://twitter.com/protestitas,open,Active,es,Leonardo Flores,,A Twitter Bot providing social commentary and activism related to Puerto Rico.,,Un bot de Twitter proporcionando comentarios sociales y activismo relacionado con Puerto Rico.,,,,Alex Gil,@elotroalex,2020,,077,caridischo_item,main,/img/derivatives/simple/cds169/thumbnail.jpg,/img/derivatives/simple/cds169/fullwidth.jpg
